Date,Open,High,Low,Close,Adj Close,Volume
2023-03-27,51.060001,51.459999,50.980000,51.080002,49.717396,1125000
2023-03-28,51.090000,51.869999,51.080002,51.400002,50.028862,857000
2023-03-29,51.840000,52.029999,51.560001,51.950001,50.564186,1036400
2023-03-30,52.410000,52.560001,51.410000,51.689999,50.311119,1269900
2023-03-31,51.939999,51.950001,51.439999,51.680000,50.301388,1480600
2023-04-03,51.810001,52.680000,51.810001,52.119999,50.729649,1263900
2023-04-04,52.400002,52.549999,51.450001,51.939999,50.554451,1582700
2023-04-05,52.020000,52.500000,51.930000,52.500000,51.099510,1714800
2023-04-06,52.740002,52.950001,51.980000,52.150002,50.758850,1068700
2023-04-10,52.020000,53.160000,51.900002,53.150002,51.732174,1487600
2023-04-11,53.230000,54.270000,53.230000,54.049999,52.608162,1487700
2023-04-12,54.099998,54.419998,53.750000,54.270000,52.822296,2315800
2023-04-13,54.169998,56.959999,54.169998,56.230000,54.730011,4250700
2023-04-14,55.970001,56.660000,55.860001,56.060001,54.564548,1905000
2023-04-17,56.160000,57.009998,56.000000,56.980000,55.460003,1984300
2023-04-18,56.740002,57.730000,56.740002,57.320000,55.790932,2584500
2023-04-19,57.029999,57.650002,57.029999,57.430000,55.897999,1888100
2023-04-20,57.000000,57.869999,57.000000,57.700001,56.160797,2190500
2023-04-21,57.549999,58.529999,57.549999,58.320000,56.764263,1888800
2023-04-24,58.509998,59.259998,58.259998,58.290001,56.735062,1860600
2023-04-25,58.070000,58.770000,58.070000,58.709999,57.143856,1660200
2023-04-26,58.709999,59.270000,58.700001,59.130001,57.552654,1307500
2023-04-27,59.160000,59.549999,58.959999,59.090000,57.513718,1736100
2023-04-28,58.970001,59.610001,58.419998,59.480000,57.893311,1906300
2023-05-01,59.470001,60.730000,59.470001,60.450001,58.837440,2595200
2023-05-02,62.810001,66.669998,62.810001,65.080002,63.343933,8686400
2023-05-03,65.730003,65.930000,64.529999,64.959999,63.227131,4657600
2023-05-04,65.120003,65.480003,64.459999,65.010002,63.275803,2488600
2023-05-05,64.779999,65.489998,64.589996,64.889999,63.158993,1586400
